Date,eth_z
2023-01-29,-0.1267918290202305
2023-01-30,-0.22224239713587762
2023-01-31,-0.2304762087070156
2023-02-01,-0.13052467699402237
2023-02-02,-0.00528093222529228
2023-02-03,0.14715804252721074
2023-02-04,0.2178474243002507
2023-02-05,0.16118195198348603
2023-02-06,0.15148346100901244
2023-02-07,0.2838552241364367
2023-02-08,0.2972148375733644
2023-02-09,0.1307457688001708
2023-02-10,-0.009312047396286114
2023-02-11,0.058515764970987476
2023-02-12,-0.07689889662478308
2023-02-13,-0.14276712536162847
2023-02-14,0.004027931055364069
2023-02-15,-0.18148855341637873
2023-02-16,-0.09283890501236576
2023-02-17,-0.15919508190724124
2023-02-18,-0.2101054929618017
2023-02-19,-0.13940055535707807
2023-02-20,-0.22299926442497595
2023-02-21,-0.33420617059368896
2023-02-22,-0.3210457948151485
2023-02-23,-0.1645001185944747
2023-02-24,-0.10548832817549343
2023-02-25,-0.1839601938737109
2023-02-26,-0.05648541689564391
2023-02-27,-0.08155429742536051
2023-02-28,-0.09795274729435581
2023-03-01,0.05031103355641919
2023-03-02,0.022188185677181595
2023-03-03,0.020304023431270062
2023-03-04,0.007946941851634763
2023-03-05,-0.04959091736618267
2023-03-06,-0.028055109729426254
2023-03-07,0.034132625534896044
2023-03-08,0.08534541635505437
2023-03-09,0.08522658720714058
2023-03-10,0.1056999084970802
2023-03-11,0.26833700859349363
2023-03-12,0.24942137857449515
2023-03-13,-0.11058694860201151
2023-03-14,-0.20573938434089298
2023-03-15,-0.345747359009387
2023-03-16,-0.5004021234656352
2023-03-17,-0.7449372354223854
2023-03-18,-0.7472866269139712
2023-03-19,-0.998965036590599
2023-03-20,-1.1779268906912415
2023-03-21,-0.9219796474032118
2023-03-22,-0.9934763749993372
2023-03-23,-0.9168364060135215
2023-03-24,-0.9713398322918442
2023-03-25,-1.0139879615647205
2023-03-26,-1.0083152450967119
2023-03-27,-1.037847104115159
2023-03-28,-0.7580558276202759
2023-03-29,-1.0234806960176652
2023-03-30,-0.9119458235687802
2023-03-31,-0.9032105429843488
2023-04-01,-0.9189767802095797
2023-04-02,-0.9389739398870237
2023-04-03,-0.7116935315095972
2023-04-04,-0.5126346109344144
2023-04-05,-0.3068273702494023
2023-04-06,-0.45197058670798596
2023-04-07,-0.44564649286988833
2023-04-08,-0.5384487819922384
2023-04-09,-0.6188284922213341
2023-04-10,-0.7941035236969368
2023-04-11,-1.0747358540403107
2023-04-12,-0.8944633041616281
2023-04-13,-0.5110370218663488
2023-04-14,-0.08956994862549544
2023-04-15,-0.07519307048982726
2023-04-16,0.06802299557654591
2023-04-17,0.15958623773137112
2023-04-18,-0.03499742072780966
2023-04-19,-0.3481520679903655
2023-04-20,-0.09767902683249814
2023-04-21,-0.24493946851861875
2023-04-22,-0.31117515041847593
2023-04-23,-0.2912604454800915
2023-04-24,-0.371899389798454
2023-04-25,-0.5237174184179295
2023-04-26,-0.5628176381449785
2023-04-27,-0.6998807790396359
2023-04-28,-0.7361317469268036
2023-04-29,-0.6146285917143036
2023-04-30,-0.7870004373593059
2023-05-01,-0.6153569975111726
2023-05-02,-0.6094569275581494
2023-05-03,-0.5388588593394145
2023-05-04,-0.623984825276965
2023-05-05,-0.23986622935045368
2023-05-06,-0.5170255378237785
2023-05-07,-0.5005439910583621
2023-05-08,-0.3516961949450361
2023-05-09,-0.3379893468917908
2023-05-10,-0.35565123869198095
2023-05-11,-0.3793995841153237
2023-05-12,-0.23672098340361858
2023-05-13,-0.29695184241764366
2023-05-14,-0.3277473588639267
2023-05-15,-0.32967156245444273
2023-05-16,-0.23168327035284955
2023-05-17,-0.3823051287442365
2023-05-18,-0.28075621021581715
2023-05-19,-0.2407894512779837
2023-05-20,-0.2881011166051693
2023-05-21,-0.2343531727551012
2023-05-22,-0.19721978866188095
2023-05-23,-0.13162664433470367
2023-05-24,-0.09450616031017517
2023-05-25,-0.11798232704902496
2023-05-26,-0.08516677284547937
2023-05-27,-0.13401290706710645
2023-05-28,-0.1549753894397076
2023-05-29,-0.12825990737300294
2023-05-30,-0.06890902321973698
2023-05-31,-0.0363583868237011
2023-06-01,0.05178217287820422
2023-06-02,0.13613543899555677
2023-06-03,0.11669320274672876
2023-06-04,0.08375850566233402
2023-06-05,0.17909834475116465
2023-06-06,-0.008940037354048594
2023-06-07,0.04507238594772622
2023-06-08,0.05665895282324692
2023-06-09,0.02707684114233767
2023-06-10,-0.255466432404723
2023-06-11,-0.29548573960568564
2023-06-12,-0.3574615773266211
2023-06-13,-0.39661697488638475
2023-06-14,-0.6415304287719253
2023-06-15,-0.7490777240063586
2023-06-16,-0.7488195950639503
2023-06-17,-0.7716116826105377
2023-06-18,-0.7554959322565153
2023-06-19,-0.8758224222369396
2023-06-20,-1.1460394144003265
2023-06-21,-1.2119508517237008
2023-06-22,-1.2961407035088408
2023-06-23,-1.4845501513861834
2023-06-24,-1.5382213164370255
2023-06-25,-1.3729598751152807
2023-06-26,-1.5532141373126052
2023-06-27,-1.5330503859485998
2023-06-28,-1.6960481165041303
2023-06-29,-1.6964526854432904
2023-06-30,-1.2247204589054281
2023-07-01,-1.3388495833097038
2023-07-02,-1.2850861720427824
2023-07-03,-1.3992211141928026
2023-07-04,-1.3793183645271492
2023-07-05,-1.4543821302174624
2023-07-06,-1.6234371452143666
2023-07-07,-1.6658670516666014
2023-07-08,-1.6930074446772612
2023-07-09,-1.674021504736375
2023-07-10,-1.6726479592271881
2023-07-11,-1.7919344600292635
2023-07-12,-1.7633667084269709
2023-07-13,-1.335259421559263
2023-07-14,-1.3083920832458071
2023-07-15,-1.355772397543823
2023-07-16,-1.3892849511251097
2023-07-17,-1.426285242851183
2023-07-18,-1.388007719943538
2023-07-19,-1.4704751085977201
2023-07-20,-1.398640797293108
2023-07-21,-1.4367203847744978
2023-07-22,-1.5604237690254448
2023-07-23,-1.5192817247446824
2023-07-24,-1.3832775641661437
2023-07-25,-1.34547264277677
2023-07-26,-1.2955469683947896
2023-07-27,-1.3067989000602551
2023-07-28,-1.2466945982220088
2023-07-29,-1.2121926060344685
2023-07-30,-1.305332086117028
2023-07-31,-1.3161536387841353
2023-08-01,-1.3965559131966117
2023-08-02,-1.3861258281603936
2023-08-03,-1.4174920698196969
2023-08-04,-1.4150592271288525
2023-08-05,-1.341759456965868
2023-08-06,-1.3860531272559458
2023-08-07,-1.4415879671338956
2023-08-08,-1.4852006315812698
2023-08-09,-1.399642364355351
2023-08-10,-1.360160773180294
2023-08-11,-1.3653156022763813
2023-08-12,-1.3567314090109648
2023-08-13,-1.362285475685256
2023-08-14,-1.3782409201397698
2023-08-15,-1.3890618422502963
2023-08-16,-1.3256629718002688
2023-08-17,-1.2628569241729632
2023-08-18,-1.1406220577719877
2023-08-19,-1.091139329248584
2023-08-20,-1.0106298146446544
2023-08-21,-1.1115471557288665
2023-08-22,-1.324919111026647
2023-08-23,-1.1592400668757459
2023-08-24,-1.1717677167096066
2023-08-25,-1.165169988711384
2023-08-26,-1.1921065417902739
2023-08-27,-1.1369053638598885
2023-08-28,-1.1794691415091458
2023-08-29,-1.3650824386521305
2023-08-30,-1.3416622994639174
2023-08-31,-1.1265361927304467
2023-09-01,-1.1951101665190271
2023-09-02,-1.1566039598706095
2023-09-03,-1.2123171550304892
2023-09-04,-1.1801450772160191
2023-09-05,-1.12937454002762
2023-09-06,-1.1283171149409081
2023-09-07,-1.2642954195803344
2023-09-08,-1.1881010532130176
2023-09-09,-1.190339689325704
2023-09-10,-1.3197251149467546
2023-09-11,-1.5349374056979643
2023-09-12,-1.5336006142883167
2023-09-13,-1.6070706697309758
2023-09-14,-1.609310766324952
2023-09-15,-1.5083519797925473
2023-09-16,-1.5335726868586774
2023-09-17,-1.6143085808388484
2023-09-18,-1.5951431520169272
2023-09-19,-1.7699348240253108
2023-09-20,-1.8917241394191295
2023-09-21,-1.9192542336986749
2023-09-22,-1.83333613094842
2023-09-23,-1.8143479358210564
2023-09-24,-1.7459243194260647
2023-09-25,-1.6908390931705044
2023-09-26,-1.5930896484313448
2023-09-27,-1.6179055905846433
2023-09-28,-1.4842034656894847
2023-09-29,-1.294468785437422
2023-09-30,-1.2898163133044898
2023-10-01,-1.285631047404271
2023-10-02,-1.6191220859793507
2023-10-03,-1.615901442096598
2023-10-04,-1.8522036117263352
2023-10-05,-1.947196643216581
2023-10-06,-1.9072615251751937
2023-10-07,-1.9896475075011235
2023-10-08,-1.9656678927748035
2023-10-09,-2.205696374969401
2023-10-10,-2.193315920815166
2023-10-11,-1.9531473297906918
2023-10-12,-2.0926723464755295
2023-10-13,-2.025714628614043
2023-10-14,-1.9841180663503177
2023-10-15,-2.077613419995728
2023-10-16,-2.3133077686085772
2023-10-17,-2.4972707219281896
2023-10-18,-2.4471910633506875
2023-10-19,-2.5438920644417076
2023-10-20,-2.615769686953791
2023-10-21,-2.5071173881759803
2023-10-22,-2.2857281227167845
2023-10-23,-2.664266524883501
2023-10-24,-2.766792530227107
2023-10-25,-2.887015652309717
2023-10-26,-2.665465422809561
2023-10-27,-2.6958998666550285
2023-10-28,-2.7363641232420237
2023-10-29,-2.734934220403687
2023-10-30,-2.6223462405238114
2023-10-31,-2.6102307015835895
2023-11-01,-2.63630668315161
2023-11-02,-2.7138975511033077
2023-11-03,-2.4668724080777
2023-11-04,-2.416020990954413
2023-11-05,-2.2030706933000745
2023-11-06,-2.1539193832391628
2023-11-07,-2.307424769225372
2023-11-08,-2.3346891965505123
2023-11-09,-1.4674258571995171
2023-11-10,-1.8281996114729084
2023-11-11,-1.892091119776811
2023-11-12,-1.893533242118675
2023-11-13,-1.6866183806524642
2023-11-14,-1.7848696815598784
2023-11-15,-1.999938936335812
2023-11-16,-2.011751224269794
2023-11-17,-2.1068772977785644
2023-11-18,-2.0772297938054085
2023-11-19,-2.028714754270915
2023-11-20,-1.9924609530800594
2023-11-21,-1.9541747662509334
2023-11-22,-1.7577247209437428
2023-11-23,-1.719514551125204
2023-11-24,-1.729976342513137
2023-11-25,-1.722772771588768
2023-11-26,-1.7280178643630664
2023-11-27,-1.8226688094015588
2023-11-28,-1.851729037248209
2023-11-29,-1.9319631842848157
2023-11-30,-1.7854147413119639
2023-12-01,-1.855507948623471
2023-12-02,-1.6924077039517016
2023-12-03,-1.6803154449888997
2023-12-04,-1.9111653791198422
2023-12-05,-2.131088174755713
2023-12-06,-2.2846450208321447
2023-12-07,-1.6961975988387283
2023-12-08,-1.8608260494361266
2023-12-09,-1.8263112509606045
2023-12-10,-1.7832617036611034
2023-12-11,-1.7389464284259117
2023-12-12,-1.8628468114337868
2023-12-13,-1.9202036608704964
2023-12-14,-1.7205014034901294
2023-12-15,-1.8600374804210995
2023-12-16,-1.8802579936730308
2023-12-17,-1.8042848521097985
2023-12-18,-1.9669325377963898
2023-12-19,-2.032120213045987
2023-12-20,-2.1901316619407507
2023-12-21,-2.0743076830997076
2023-12-22,-1.7656095147096862
2023-12-23,-1.7683764350782076
2023-12-24,-1.7762504310894793
2023-12-25,-1.85473179304702
2023-12-26,-1.7829638913544976
2023-12-27,-1.4083763982221862
2023-12-28,-1.3500743051361053
2023-12-29,-1.410421686765499
2023-12-30,-1.4474242528645598
2023-12-31,-1.501879406410046
2024-01-01,-1.6085301432427601
2024-01-02,-1.736303757098605
2024-01-03,-1.853980969472099
2024-01-04,-1.8812571498575654
2024-01-05,-1.8687265775279192
2024-01-06,-1.9241740384663613
2024-01-07,-1.972506698265988
2024-01-08,-2.106817435841738
2024-01-09,-1.9146356435587626
2024-01-10,-1.1785626743323652
2024-01-11,-0.9950061869152311
2024-01-12,-0.5983428506427786
2024-01-13,-0.3927149726382149
2024-01-14,-0.5512039166580645
2024-01-15,-0.5594649587535936
2024-01-16,-0.40786142454503466
2024-01-17,-0.5384218627221884
2024-01-18,-0.42774036617050876
2024-01-19,-0.41862340286381683
2024-01-20,-0.5064810109510536
2024-01-21,-0.537314650997453
2024-01-22,-0.6307329473964156
2024-01-23,-1.010508330048203
2024-01-24,-1.0904247164235563
2024-01-25,-1.1181286906563144
2024-01-26,-1.3359362869555567
2024-01-27,-1.391855685992036
2024-01-28,-1.4083290621999913
2024-01-29,-1.4292136608434276
2024-01-30,-1.2420077910147738
2024-01-31,-1.4009178950667351
2024-02-01,-1.413148562876563
2024-02-02,-1.4119587559266933
2024-02-03,-1.4112583852828995
2024-02-04,-1.343451546363662
2024-02-05,-1.3157695993089216
2024-02-06,-1.1107816048849375
2024-02-07,-1.1687811507436312
2024-02-08,-1.3807214872756874
2024-02-09,-1.4859542031634492
2024-02-10,-1.546332348756948
2024-02-11,-1.6120492285178665
2024-02-12,-1.38394881617807
2024-02-13,-1.3915675981613993
2024-02-14,-1.3020193946133298
2024-02-15,-1.1618011178778929
2024-02-16,-1.2631882624846018
2024-02-17,-1.2243358097590904
2024-02-18,-0.9958023555022392
2024-02-19,-0.7132195405370726
2024-02-20,-0.5730706544462055
2024-02-21,-0.62726646194712
2024-02-22,-0.5177403787612275
2024-02-23,-0.5689532000806385
2024-02-24,-0.4892719738190934
2024-02-25,-0.11134142624577355
2024-02-26,-0.43302329763210384
2024-02-27,-0.6866867493730532
2024-02-28,-1.1505759499286878
2024-02-29,-1.06788575514097
2024-03-01,-0.9915193324726453
2024-03-02,-0.95943061482271
2024-03-03,-0.9373881431453228
2024-03-04,-1.3111918387267218
2024-03-05,-0.8451874888135013
2024-03-06,-0.4736612566289775
2024-03-07,-0.4483706860299808
2024-03-08,-0.6074948112590849
2024-03-09,-0.5715044977253844
2024-03-10,-0.7363202111580993
2024-03-11,-0.7053189150617168
2024-03-12,-0.8293477679757969
2024-03-13,-0.9834675222905513
2024-03-14,-1.0578413384201217
2024-03-15,-1.1570260675582464
2024-03-16,-1.128955127095959
2024-03-17,-1.24716413498636
2024-03-18,-1.455788774708793
2024-03-19,-1.643507399944189
2024-03-20,-1.4992284165791872
2024-03-21,-1.1986211790021606
2024-03-22,-1.3853391727202569
2024-03-23,-1.4105971803964883
2024-03-24,-1.5285543180523022
2024-03-25,-1.5282683082951163
2024-03-26,-1.5308221818339545
2024-03-27,-1.675811802908937
2024-03-28,-1.6736178368192336
2024-03-29,-1.6786767855049805
2024-03-30,-1.645132872419441
2024-03-31,-1.4978606681567848
2024-04-01,-1.6385468995431707
2024-04-02,-1.6647148413429127
2024-04-03,-1.6341254569926684
2024-04-04,-1.9011829211753513
2024-04-05,-1.8323938733306604
2024-04-06,-1.8614341034251785
2024-04-07,-1.6561927605552802
2024-04-08,-1.3323756309217654
2024-04-09,-1.479408951748578
2024-04-10,-1.5556668667668554
2024-04-11,-1.5751102191682707
2024-04-12,-1.8700005716141128
2024-04-13,-2.0610699949393156
2024-04-14,-1.8866246694588968
2024-04-15,-1.7258944739240858
2024-04-16,-1.814117769982758
2024-04-17,-1.741538345488164
2024-04-18,-1.8054014331720465
2024-04-19,-1.8563395486306313
2024-04-20,-1.730770234498886
2024-04-21,-1.7389509463408237
2024-04-22,-1.8265554419923407
2024-04-23,-1.7146282524921488
2024-04-24,-1.6418901101457246
2024-04-25,-1.6137837500125098
2024-04-26,-1.5787230341075231
2024-04-27,-1.196159257556426
2024-04-28,-1.1184224655751023
2024-04-29,-1.3395887113453575
2024-04-30,-1.4493830110272548
2024-05-01,-1.2189930564836298
2024-05-02,-1.287303439309006
2024-05-03,-1.4831910261235297
2024-05-04,-1.5699231545218524
2024-05-05,-1.5264438359475663
2024-05-06,-1.6034120850285936
2024-05-07,-1.6380220936833814
2024-05-08,-1.5666508101722645
2024-05-09,-1.633627872059979
2024-05-10,-1.6730741443722026
2024-05-11,-1.6590793540634114
2024-05-12,-1.68913289944161
2024-05-13,-1.810045232793337
2024-05-14,-1.8126087930353438
2024-05-15,-1.9667897232662122
2024-05-16,-2.0676206124087875
2024-05-17,-1.8864660935399078
2024-05-18,-1.7900919630396614
2024-05-19,-1.8308514825178066
2024-05-20,-0.9894426232769816
2024-05-21,-0.5177144342549101
2024-05-22,-0.5067853317552289
2024-05-23,-0.23876167875798446
2024-05-24,-0.44375895422371475
2024-05-25,-0.484352239898917
2024-05-26,-0.18150492934909837
2024-05-27,-0.13312391103997925
2024-05-28,-0.10250327080476082
2024-05-29,-0.19350794887837147
2024-05-30,-0.3456007154698238
2024-05-31,-0.17794951570020962
2024-06-01,-0.0618984081840854
2024-06-02,-0.149606682968206
2024-06-03,-0.34015272767500104
2024-06-04,-0.4679600860698753
2024-06-05,-0.4006132665621916
2024-06-06,-0.48929116708199166
2024-06-07,-0.6409827484113243
2024-06-08,-0.6257062991969948
2024-06-09,-0.6030092535385128
2024-06-10,-0.6883246185267837
2024-06-11,-0.8391953161057579
2024-06-12,-0.7951106164861816
2024-06-13,-0.8289631780401627
2024-06-14,-0.6757468290907713
2024-06-15,-0.44410260764423776
2024-06-16,-0.3473064472517906
2024-06-17,-0.6476468379661705
2024-06-18,-0.5089034587044782
2024-06-19,-0.239775215328824
2024-06-20,-0.36401816819385313
2024-06-21,-0.21881351801540058
2024-06-22,-0.30980259762325857
2024-06-23,-0.3640570748548514
2024-06-24,-0.0598474642435165
2024-06-25,-0.18935098041124337
2024-06-26,-0.08823872169285592
2024-06-27,0.01904900794253184
2024-06-28,0.024138331057883253
2024-06-29,-0.08118925764989118
2024-06-30,-0.20674053348851046
2024-07-01,-0.2093754862201364
2024-07-02,-0.1347801635264471
2024-07-03,-0.20443027461497223
2024-07-04,-0.4335270601035819
2024-07-05,-0.6367307227730737
2024-07-06,-0.6274619454720107
2024-07-07,-0.6638509809664462
2024-07-08,-0.49467887171448216
2024-07-09,-0.578434877998971
2024-07-10,-0.3831386236793463
2024-07-11,-0.3074247407174232
2024-07-12,-0.2888988419194291
2024-07-13,-0.389332689416666
2024-07-14,-0.4434786281607631
2024-07-15,-0.3475481265642665
2024-07-16,-0.5366567501705068
2024-07-17,-0.5426093950087436
2024-07-18,-0.3846689187461705
2024-07-19,-0.6001593469945383
2024-07-20,-0.6294997539300583
2024-07-21,-0.7369813740785511
2024-07-22,-0.9500508792367058
2024-07-23,-0.5227724040035395
2024-07-24,-0.9141362550322835
2024-07-25,-1.5271042871194913
2024-07-26,-1.5254888214857358
2024-07-27,-1.5966944502024665
2024-07-28,-1.5816192886954197
2024-07-29,-1.179954402784911
2024-07-30,-1.213047730465535
2024-07-31,-1.0998172631654715
2024-08-01,-1.3258870951369313
2024-08-02,-1.4029075708399816
2024-08-03,-1.5718880408853177
2024-08-04,-1.9321451219255519
2024-08-05,-2.2481855979072596
2024-08-06,-2.430831506066118
2024-08-07,-2.723801534367797
2024-08-08,-2.4721121662386287
2024-08-09,-2.623641383517828
2024-08-10,-2.572331282698506
2024-08-11,-2.4066168878484797
2024-08-12,-1.8590063772508074
2024-08-13,-2.132373132885508
2024-08-14,-1.9592960989527783
2024-08-15,-2.098425401014212
2024-08-16,-2.221288727099096
2024-08-17,-2.2245703847958214
2024-08-18,-2.0537223733698373
2024-08-19,-2.122659909197765
2024-08-20,-2.270530401444564
2024-08-21,-2.383054339336042
2024-08-22,-2.275149499234167
2024-08-23,-2.3283314547691742
2024-08-24,-2.3094182596618023
2024-08-25,-2.385369401270202
2024-08-26,-2.389812798454035
2024-08-27,-2.657988008466032
2024-08-28,-2.309666632617542
2024-08-29,-2.348021539045266
2024-08-30,-2.3029764083081385
2024-08-31,-2.310645082901054
2024-09-01,-2.354203044426417
2024-09-02,-2.2138828918724536
2024-09-03,-2.370317229007805
2024-09-04,-2.335351324481898
2024-09-05,-2.3397088598980678
2024-09-06,-2.5240080041520914
2024-09-07,-2.3404066320982753
2024-09-08,-2.350825266385612
2024-09-09,-2.4470101749594253
2024-09-10,-2.409092592244967
2024-09-11,-2.5264347762811945
2024-09-12,-2.5407248442171797
2024-09-13,-2.5855245056925495
2024-09-14,-2.5638819271429703
2024-09-15,-2.7664108843597814
2024-09-16,-2.691675934323923
2024-09-17,-2.7904289335977985
2024-09-18,-2.8384267523789815
2024-09-19,-2.6606491702014257
2024-09-20,-2.3587875636563984
2024-09-21,-2.191398601556383
2024-09-22,-2.3108641718746252
2024-09-23,-2.044842941512563
2024-09-24,-2.1390998627098483
2024-09-25,-2.2097951629779953
2024-09-26,-2.286100967876935
2024-09-27,-2.152438291962863
2024-09-28,-2.20682181788366
2024-09-29,-2.2173253780639235
2024-09-30,-2.088276030750572
2024-10-01,-2.2416136873394286
2024-10-02,-2.4685103036801403
2024-10-03,-2.5104833074779163
2024-10-04,-2.440788401968661
2024-10-05,-2.417917393792342
2024-10-06,-2.4071784754191765
2024-10-07,-2.370846191369076
2024-10-08,-2.28023814783879
2024-10-09,-2.292389922820834
2024-10-10,-2.1860368820280516
2024-10-11,-2.2666065464191947
2024-10-12,-2.214439682968174
2024-10-13,-2.1819740514992807
2024-10-14,-2.0629052975055027
2024-10-15,-2.2169367719716897
2024-10-16,-2.2422057545026512
2024-10-17,-2.2169346606044282
2024-10-18,-2.201265840874375
2024-10-19,-2.1559604832117256
2024-10-20,-1.9469715271548795
2024-10-21,-1.9726920672076684
2024-10-22,-2.0753215100835933
2024-10-23,-2.2553035010729277
2024-10-24,-2.335105183669966
2024-10-25,-2.4199977341427634
2024-10-26,-2.316831355169274
2024-10-27,-2.3119478946515484
2024-10-28,-2.321217467510174
2024-10-29,-2.3679722140204125
2024-10-30,-2.266486941942898
2024-10-31,-2.3935744354207005
2024-11-01,-2.315320302468228
2024-11-02,-2.324150663496205
2024-11-03,-2.335393584069915
2024-11-04,-2.373378862731122
2024-11-05,-2.4153317508065
2024-11-06,-2.2172493710797045
2024-11-07,-1.8588785256417877
2024-11-08,-1.7584156003703575
2024-11-09,-1.4164625220471516
2024-11-10,-1.5857084217250725
2024-11-11,-1.8285147590430089
2024-11-12,-1.9932979516223666
2024-11-13,-2.23520812630516
2024-11-14,-2.2422132011072304
2024-11-15,-2.370984506140916
2024-11-16,-2.266517379705646
2024-11-17,-2.299452275337135
2024-11-18,-2.09687151513436
2024-11-19,-2.3370743063375587
2024-11-20,-2.4797195982859237
2024-11-21,-2.224527658758947
2024-11-22,-2.271981679908144
2024-11-23,-2.0928158162000523
2024-11-24,-2.134892254643242
2024-11-25,-1.7766807365449475
2024-11-26,-1.8359333171839358
2024-11-27,-1.5413006830505973
2024-11-28,-1.6299648445228678
2024-11-29,-1.69837382155546
2024-11-30,-1.4645069358108118
2024-12-01,-1.4942994024727685
2024-12-02,-1.5042481330436241
2024-12-03,-1.5371341092578827
2024-12-04,-1.3599189780324035
2024-12-05,-1.2722835494042244
2024-12-06,-1.1747285136057126
2024-12-07,-1.1727418066770752
2024-12-08,-1.2355148034113947
2024-12-09,-1.4263359009227476
2024-12-10,-1.5019216929788863
2024-12-11,-1.4478675560616925
2024-12-12,-1.308375364289037
2024-12-13,-1.3378075335797708
2024-12-14,-1.3843035845804696
2024-12-15,-1.4135075554829213
2024-12-16,-1.4442575864517884
2024-12-17,-1.57228256270908
2024-12-18,-1.6234551897285265
2024-12-19,-1.7655489598537628
2024-12-20,-1.689072455235097
2024-12-21,-1.8403552673168067
2024-12-22,-1.807548755444635
2024-12-23,-1.5756584037393668
2024-12-24,-1.6578003492751987
2024-12-25,-1.674541142521229
2024-12-26,-1.7173954303498893
2024-12-27,-1.6281797766002035
2024-12-28,-1.5700350271799937
2024-12-29,-1.5456339720339098
2024-12-30,-1.4800592092057088
2024-12-31,-1.5452029030245136
2025-01-01,-1.5552441699870214
2025-01-02,-1.5309999864641524
2025-01-03,-1.372903438825208
2025-01-04,-1.3002935885958933
2025-01-05,-1.3283275340527476
2025-01-06,-1.4293891423445642
2025-01-07,-1.583615627449127
2025-01-08,-1.5589207385715451
2025-01-09,-1.5734723347466424
2025-01-10,-1.603813559597257
2025-01-11,-1.56844541084035
2025-01-12,-1.5794252429806235
2025-01-13,-1.7516315833632932
2025-01-14,-1.7129877588109665
2025-01-15,-1.5822199095577127
2025-01-16,-1.725711227060257
2025-01-17,-1.7044814414521738
2025-01-18,-1.9024330860142298
2025-01-19,-1.8803211453620845
2025-01-20,-1.8186797341645582
2025-01-21,-1.909129346098255
2025-01-22,-1.9067309940407966
2025-01-23,-1.787938304678221
2025-01-24,-1.8402951898737556
2025-01-25,-1.8133757214621786
2025-01-26,-1.8210215254585325
2025-01-27,-1.8556025998013141
2025-01-28,-1.9395218315549438
2025-01-29,-1.9686190273648236
2025-01-30,-1.8284226834676582
2025-01-31,-1.6644697651876523
2025-02-01,-1.8071033082221868
2025-02-02,-1.99512106739548
2025-02-03,-2.093014006163869
2025-02-04,-2.1369753591419847
2025-02-05,-2.0075084347580825
2025-02-06,-2.116769759444056
2025-02-07,-2.1795681304664383
2025-02-08,-2.145537422463784
2025-02-09,-2.1313759221869963
2025-02-10,-2.1038120777194163
2025-02-11,-2.1009458821134666
2025-02-12,-1.9907002358877643
2025-02-13,-2.006354064490073
2025-02-14,-1.9595022711497432
2025-02-15,-1.9858739270980779
2025-02-16,-1.9598693071691466
2025-02-17,-1.8341735449683485
2025-02-18,-1.904507089709849
2025-02-19,-1.8731839065444904
2025-02-20,-1.8885758520699638
2025-02-21,-1.9000403267111183
2025-02-22,-1.7773613093827083
2025-02-23,-1.6874024005641244
2025-02-24,-1.8901300223483146
2025-02-25,-1.808731627291108
2025-02-26,-1.851017345312318
2025-02-27,-1.8869541048102776
2025-02-28,-1.9537008855781066
2025-03-01,-2.0267719076534236
2025-03-02,-1.900373909919102
2025-03-03,-2.0936718996391837
2025-03-04,-2.081975901103046
2025-03-05,-2.082066797914765
2025-03-06,-2.0969419253469
2025-03-07,-2.0626746412390267
2025-03-08,-1.9473518812183344
2025-03-09,-1.996564911956461
2025-03-10,-2.1295867577697476
2025-03-11,-2.1730295682830314
2025-03-12,-2.196881278009754
2025-03-13,-2.1588195283332796
2025-03-14,-2.1677700559168716
2025-03-15,-2.1242418523695696
2025-03-16,-2.1195805044130154
2025-03-17,-2.0950926163969426
2025-03-18,-2.02921399898423
2025-03-19,-1.976695751682575
2025-03-20,-1.9765600505557783
2025-03-21,-1.9800929190409555
2025-03-22,-1.9388701950292082
2025-03-23,-1.9580487673084934
2025-03-24,-1.8956448117435765
2025-03-25,-1.8923927538346077
2025-03-26,-1.933260361432947
2025-03-27,-1.9341420200003194
2025-03-28,-1.9714318388325174
2025-03-29,-1.9921098834309239
2025-03-30,-1.9953659193516793
2025-03-31,-1.9635885132586994
2025-04-01,-1.918537607531192
2025-04-02,-1.9664357558923784
2025-04-03,-1.9421944134657059
2025-04-04,-1.9467148326908332
2025-04-05,-1.9335321988886403
2025-04-06,-2.0672207140914254
2025-04-07,-2.103262368023102
2025-04-08,-2.1179684495021887
2025-04-09,-2.0102336066000515
2025-04-10,-2.1015441979170717
2025-04-11,-2.116291386951689
2025-04-12,-2.04997259726153
2025-04-13,-2.0509581866128133
2025-04-14,-2.0220834524553806
2025-04-15,-2.025412534202814
2025-04-16,-2.028480094233728
2025-04-17,-2.024791270082065
2025-04-18,-1.9910436950641104
2025-04-19,-1.960503705722628
2025-04-20,-1.9754559876608866
2025-04-21,-2.015152110276483
2025-04-22,-1.9267659408805908
2025-04-23,-1.8773880096040623
2025-04-24,-1.8939522466655696
2025-04-25,-1.8771982083973342
2025-04-26,-1.826797290980709
2025-04-27,-1.8255922410753507
2025-04-28,-1.8298193404400138
2025-04-29,-1.803363990617532
2025-04-30,-1.7941962162785212
2025-05-01,-1.7798193506431716
2025-05-02,-1.7716280934559392
2025-05-03,-1.74900226098963
2025-05-04,-1.731877391801973
2025-05-05,-1.7170625391662793
2025-05-06,-1.7464648854734068
2025-05-07,-1.7413187486334147
2025-05-08,-1.4843554794903913
2025-05-09,-1.3477021362294035
2025-05-10,-1.1686398166213063
2025-05-11,-1.2123054936988475
2025-05-12,-1.190176143446473
2025-05-13,-1.0523886332979948
