Date,sol_z
2025-07-01,-1.5564883018397848
2025-07-02,-1.526930455744347
2025-07-03,-1.5369325979585642
2025-07-04,-1.578906098213448
2025-07-05,-1.5768785956625013
2025-07-06,-1.5054674898191773
2025-07-07,-1.5324612688102637
2025-07-08,-1.479172365663255
2025-07-09,-1.4249402166351268
2025-07-10,-1.4124204741075834
2025-07-11,-1.4696155497810122
2025-07-12,-1.501458678364744
2025-07-13,-1.5265717922365907
2025-07-14,-1.5151808118657744
2025-07-15,-1.4183701240723912
2025-07-16,-1.2470162606522308
2025-07-17,-1.2153115309615603
2025-07-18,-1.1407012791261424
2025-07-19,-1.1388094029054492
2025-07-20,-1.0261567698444216
2025-07-21,-0.7409814630507718
2025-07-22,-0.6313514941189109
2025-07-23,-0.9019004442808048
2025-07-24,-1.0217660704252582
2025-07-25,-0.911369973046697
2025-07-26,-0.9536269224297198
2025-07-27,-0.9202349145168284
2025-07-28,-0.991255475341757
2025-07-29,-1.0108180345448514
2025-07-30,-1.0764568600635118
2025-07-31,-1.11525007607251
2025-08-01,-1.2333799604562816
2025-08-02,-1.295238530160317
2025-08-03,-1.2651460011796734
2025-08-04,-1.1291647256646398
2025-08-05,-1.205108924996738
2025-08-06,-1.141243706278412
2025-08-07,-1.0609916469207974
2025-08-08,-1.0052222590395956
2025-08-09,-0.9241530436430816
2025-08-10,-0.951722727610919
2025-08-11,-1.0885033116659317
2025-08-12,-0.7884806767819813
2025-08-13,-0.692941185136548
2025-08-14,-0.7060919924002069
2025-08-15,-0.8101808840711168
2025-08-16,-0.7259415742360495
2025-08-17,-0.6915847957536589
2025-08-18,-0.8150599635741559
2025-08-19,-0.8441018086289966
2025-08-20,-0.6436902570943609
2025-08-21,-0.7316663421021916
2025-08-22,-0.4521930903206883
2025-08-23,-0.3245387694128601
2025-08-24,-0.2062276678185276
2025-08-25,-0.4811949695782028
2025-08-26,-0.3502061624420903
2025-08-27,-0.16814976468477313
2025-08-28,0.03479967541452583
2025-08-29,0.008016763171508963
2025-08-30,-0.059902604756541876
2025-08-31,-0.07842141845098917
2025-09-01,-0.20415911198266717
2025-09-02,-0.00284419933139635
2025-09-03,0.005717713623046308
2025-09-04,-0.133465248590042
2025-09-05,-0.1062102075089587
2025-09-06,-0.15917296740490683
2025-09-07,-0.05397538269578166
2025-09-08,0.08496835542630887
2025-09-09,0.18089302573442848
2025-09-10,0.22864653413609684
2025-09-11,0.2690218773469905
2025-09-12,0.5417951210163775
2025-09-13,0.5571776579621036
2025-09-14,0.539305923383721
2025-09-15,0.4025831769751003
2025-09-16,0.4001393982931311
2025-09-17,0.5898419753231476
2025-09-18,0.620360031042591
2025-09-19,0.48949001887589455
2025-09-20,0.5134265192006356
2025-09-21,0.46860682656313346
2025-09-22,0.2249133530725313
2025-09-23,0.10528321564131382
2025-09-24,0.007515845186717462
2025-09-25,-0.25783951293978397
2025-09-26,0.02363542841731433
2025-09-27,-0.012952704702113047
2025-09-28,0.05149909629949146
2025-09-29,0.010775636673976631
2025-09-30,-0.06923339312752451
2025-10-01,0.034449552559510425
2025-10-02,0.24163283153743545
2025-10-03,0.13808932619919675
2025-10-04,0.027315490950404617
2025-10-05,3.8933366277928704e-05
2025-10-06,0.03786937326662223
2025-10-07,-0.08697720788852882
2025-10-08,0.02747657106671732
2025-10-09,-0.0794784528150836
2025-10-10,-0.4737811489202322
2025-10-11,-0.6286533419368685
2025-10-12,-0.3358585399839123
2025-10-13,-0.08361913223413694
2025-10-14,-0.12752101891741596
2025-10-15,-0.22751004133533156
2025-10-16,-0.3433512227232968
2025-10-17,-0.33287411007591894
2025-10-18,-0.21880984198121833
2025-10-19,-0.27576041304666127
2025-10-20,-0.3052670437959641
2025-10-21,-0.31248159189631314
2025-10-22,-0.4143198487702134
2025-10-23,-0.22777731309920057
2025-10-24,-0.21025885123224808
2025-10-25,-0.2201142912309649
2025-10-26,-0.18892489350216643
2025-10-27,-0.20018169427161195
2025-10-28,-0.25232509440847
2025-10-29,-0.11882463411271227
2025-10-30,-0.2916235443193737
2025-10-31,-0.27535474175370306
2025-11-01,-0.31559293778348124
2025-11-02,-0.298876788428464
2025-11-03,-0.6988000417816759
2025-11-04,-0.7794588600187212
2025-11-05,-0.6725786157500814
2025-11-06,-0.768604242298105
2025-11-07,-0.6658219963357401
2025-11-08,-0.7178394741731887
2025-11-09,-0.64040647919037
2025-11-10,-0.6110072728349306
2025-11-11,-0.8459841307696286
2025-11-12,-0.8209543653864001
2025-11-13,-0.9767239654150823
2025-11-14,-0.9306374526145506
2025-11-15,-0.9534827056395266
2025-11-16,-0.9580376399867683
2025-11-17,-1.0718042413074667
2025-11-18,-0.776387186198216
2025-11-19,-0.8332906747987432
2025-11-20,-0.6823163850002842
2025-11-21,-0.7806500902621734
2025-11-22,-0.7894012346170255
2025-11-23,-0.7912854917630664
2025-11-24,-0.581887823574132
2025-11-25,-0.501739896965472
2025-11-26,-0.5328861945840827
2025-11-27,-0.6568741342953976
2025-11-28,-0.7643620718294031
2025-11-29,-0.8085337916164845
2025-11-30,-0.8777382215924148
2025-12-01,-0.9098625988775857
2025-12-02,-0.72649289350711
2025-12-03,-0.610548660351755
2025-12-04,-0.7544262235355115
2025-12-05,-0.8148344723354857
2025-12-06,-0.8451232123531565
2025-12-07,-0.922278291414501
2025-12-08,-0.8844545754774011
2025-12-09,-0.8150875613190445
2025-12-10,-0.8288899102089294
2025-12-11,-0.859009705065134
2025-12-12,-0.8869761168999034
2025-12-13,-0.845468650951799
2025-12-14,-0.8688965378480943
2025-12-15,-0.8262568932660829
2025-12-16,-0.8485791682267965
2025-12-17,-1.0076704461407815
2025-12-18,-1.119597144008885
2025-12-19,-0.9843809733691526
2025-12-20,-1.011120061166123
2025-12-21,-1.0150455560886593
2025-12-22,-1.0096600204817836
2025-12-23,-1.0226828074194014
2025-12-24,-1.0917540241161336
2025-12-25,-1.1743520330828259
2025-12-26,-1.0718022555732123
2025-12-27,-0.9883313304163572
2025-12-28,-0.9608515553411601
2025-12-29,-1.0041708810444294
2025-12-30,-0.9999665069471634
2025-12-31,-0.9564571634255127
2026-01-01,-0.9277732804475579
2026-01-02,-0.7638534235601587
2026-01-03,-0.7515832575048947
2026-01-04,-0.7737109108519584
2026-01-05,-0.7495700017854832
2026-01-06,-0.6019900086955782
2026-01-07,-0.6484073305606034
2026-01-08,-0.5369670562346127
2026-01-09,-0.6119779581040098
2026-01-10,-0.6005758550221632
2026-01-11,-0.456578251386231
2026-01-12,-0.49378895077729296
2026-01-13,-0.4931956154915929
2026-01-14,-0.5343665173309307
2026-01-15,-0.6311072621937452
2026-01-16,-0.5154061396105191
2026-01-17,-0.5326590526618145
2026-01-18,-0.6903328843516416
2026-01-19,-0.833565042382232
2026-01-20,-0.9090035927434648
2026-01-21,-0.8027078408012176
2026-01-22,-0.8670004606561527
2026-01-23,-0.920841972794998
2026-01-24,-0.9113296387020948
2026-01-25,-1.173565116258286
2026-01-26,-1.01160907500923
2026-01-27,-0.9179774503430891
2026-01-28,-1.0330016527279295
2026-01-29,-1.0941765786112552
2026-01-30,-1.0760160609373388
2026-01-31,-1.3581173791266812
2026-02-01,-1.5184287296440813
2026-02-02,-1.4245214311640502
2026-02-03,-1.6232010995633688
2026-02-04,-1.7793072670039285
2026-02-05,-1.844553386670023
2026-02-06,-1.8744016167323154
2026-02-07,-1.7318689272528354
2026-02-08,-1.868836607420539
2026-02-09,-1.878375912517024
2026-02-10,-2.0421119909252647
2026-02-11,-2.1573327830175084
2026-02-12,-2.1474617424620885
2026-02-13,-1.9140910465391692
2026-02-14,-1.6972532248579617
2026-02-15,-1.7654078625869878
2026-02-16,-1.7302307153972865
2026-02-17,-1.6825431424917157
2026-02-18,-1.8593558162442616
2026-02-19,-1.831354033038343
2026-02-20,-1.7423240140981366
2026-02-21,-1.6840163299922066
2026-02-22,-1.8323293641758471
2026-02-23,-1.928510101461892
2026-02-24,-1.7519529348932457
2026-02-25,-1.4159845927327992
2026-02-26,-1.515083488941296
2026-02-27,-1.6638294181728042
2026-02-28,-1.5710128297164585
2026-03-01,-1.4963076561636932
2026-03-02,-1.5518874915087426
2026-03-03,-1.464568832333318
2026-03-05,-1.577275538521047
